               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                 164,              2.5819,               1.494,               1.178,             0.70027,             0.50218,             0.56142,             0.25651,                   0,                   0,                   0,           0.0067726,           0.0067726,           0.0067726
                 165,              2.5642,              1.4779,              1.1809,             0.70089,             0.50233,             0.56127,             0.25648,                   0,                   0,                   0,           0.0067528,           0.0067528,           0.0067528
                 166,              2.5898,              1.4852,              1.1751,              0.7022,             0.50183,             0.56156,             0.25648,                   0,                   0,                   0,            0.006733,            0.006733,            0.006733
                 167,              2.5938,              1.5049,                1.18,             0.70229,             0.50273,             0.56188,              0.2566,                   0,                   0,                   0,           0.0067132,           0.0067132,           0.0067132
                 168,              2.5886,              1.4835,              1.1779,             0.70209,             0.50268,             0.56245,             0.25686,                   0,                   0,                   0,           0.0066934,           0.0066934,           0.0066934
                 169,              2.5822,              1.5007,              1.1731,             0.70331,             0.50326,             0.56284,             0.25702,                   0,                   0,                   0,           0.0066736,           0.0066736,           0.0066736
                 170,              2.5456,              1.4697,              1.1768,             0.70241,             0.50311,             0.56242,             0.25703,                   0,                   0,                   0,           0.0066538,           0.0066538,           0.0066538
                 171,              2.5934,              1.4921,              1.1703,             0.70431,             0.50283,             0.56285,             0.25707,                   0,                   0,                   0,            0.006634,            0.006634,            0.006634
                 172,              2.5565,              1.4784,              1.1727,             0.70464,             0.50228,              0.5625,             0.25722,                   0,                   0,                   0,           0.0066142,           0.0066142,           0.0066142
                 173,              2.5724,               1.481,               1.175,             0.70459,             0.50249,             0.56274,              0.2573,                   0,                   0,                   0,           0.0065944,           0.0065944,           0.0065944
                 174,              2.5555,               1.472,              1.1687,             0.70385,             0.50197,             0.56277,             0.25743,                   0,                   0,                   0,           0.0065746,           0.0065746,           0.0065746
                 175,              2.5533,              1.4647,              1.1726,             0.70236,             0.50283,             0.56276,             0.25761,                   0,                   0,                   0,           0.0065548,           0.0065548,           0.0065548
                 176,              2.5484,              1.4684,              1.1727,             0.70256,             0.50287,             0.56271,             0.25772,                   0,                   0,                   0,            0.006535,            0.006535,            0.006535
                 177,              2.5804,              1.4898,              1.1773,             0.70138,             0.50392,              0.5626,             0.25743,                   0,                   0,                   0,           0.0065152,           0.0065152,           0.0065152
                 178,              2.5715,              1.4847,              1.1702,             0.70278,             0.50323,             0.56244,             0.25756,                   0,                   0,                   0,           0.0064954,           0.0064954,           0.0064954
                 179,              2.5439,              1.4527,              1.1721,             0.70014,             0.50333,             0.56225,             0.25737,                   0,                   0,                   0,           0.0064756,           0.0064756,           0.0064756
                 180,              2.5819,              1.4908,              1.1726,             0.70142,             0.50354,             0.56211,             0.25747,                   0,                   0,                   0,           0.0064558,           0.0064558,           0.0064558
                 181,               2.564,              1.4828,              1.1723,             0.70183,             0.50419,             0.56269,             0.25763,                   0,                   0,                   0,            0.006436,            0.006436,            0.006436
                 182,              2.5537,              1.4727,              1.1678,             0.70133,             0.50483,             0.56284,             0.25764,                   0,                   0,                   0,           0.0064162,           0.0064162,           0.0064162
                 183,                2.55,              1.4641,              1.1641,             0.70141,             0.50532,             0.56302,             0.25754,                   0,                   0,                   0,           0.0063964,           0.0063964,           0.0063964
                 184,              2.5653,              1.4754,              1.1696,             0.70327,             0.50459,             0.56359,             0.25759,                   0,                   0,                   0,           0.0063766,           0.0063766,           0.0063766
                 185,              2.5454,              1.4595,              1.1595,             0.70495,             0.50354,             0.56347,             0.25764,                   0,                   0,                   0,           0.0063568,           0.0063568,           0.0063568
                 186,              2.5681,              1.4724,              1.1667,             0.70454,             0.50495,             0.56459,             0.25783,                   0,                   0,                   0,            0.006337,            0.006337,            0.006337
                 187,              2.5264,               1.451,              1.1691,              0.7061,             0.50426,             0.56464,             0.25822,                   0,                   0,                   0,           0.0063172,           0.0063172,           0.0063172
                 188,              2.5397,              1.4597,              1.1707,             0.70631,             0.50426,             0.56485,             0.25819,                   0,                   0,                   0,           0.0062974,           0.0062974,           0.0062974
                 189,                2.53,              1.4538,               1.168,             0.70622,             0.50455,              0.5652,             0.25835,                   0,                   0,                   0,           0.0062776,           0.0062776,           0.0062776
                 190,              2.5508,              1.4721,              1.1688,             0.70585,             0.50469,             0.56497,             0.25872,                   0,                   0,                   0,           0.0062578,           0.0062578,           0.0062578
                 191,              2.5314,              1.4583,              1.1729,             0.70636,             0.50462,             0.56501,              0.2587,                   0,                   0,                   0,            0.006238,            0.006238,            0.006238
                 192,              2.5429,              1.4547,              1.1605,             0.70639,             0.50428,             0.56486,             0.25882,                   0,                   0,                   0,           0.0062182,           0.0062182,           0.0062182
                 193,              2.5388,              1.4539,              1.1665,             0.70305,             0.50612,              0.5647,             0.25875,                   0,                   0,                   0,           0.0061984,           0.0061984,           0.0061984
                 194,              2.5371,              1.4533,              1.1639,             0.70235,             0.50592,             0.56431,             0.25887,                   0,                   0,                   0,           0.0061786,           0.0061786,           0.0061786
                 195,              2.5298,              1.4497,              1.1707,             0.70445,             0.50473,             0.56407,             0.25912,                   0,                   0,                   0,           0.0061588,           0.0061588,           0.0061588
                 196,              2.5386,              1.4562,              1.1686,             0.70402,             0.50626,             0.56452,             0.25903,                   0,                   0,                   0,            0.006139,            0.006139,            0.006139
                 197,              2.5317,              1.4507,               1.164,             0.70465,             0.50626,             0.56447,             0.25906,                   0,                   0,                   0,           0.0061192,           0.0061192,           0.0061192
                 198,              2.5314,              1.4529,              1.1674,             0.70419,             0.50583,             0.56443,             0.25885,                   0,                   0,                   0,           0.0060994,           0.0060994,           0.0060994
                 199,              2.5168,              1.4373,              1.1643,             0.70413,             0.50619,              0.5645,             0.25911,                   0,                   0,                   0,           0.0060796,           0.0060796,           0.0060796
                 200,              2.5263,              1.4574,              1.1731,             0.70599,             0.50548,             0.56414,             0.25928,                   0,                   0,                   0,           0.0060598,           0.0060598,           0.0060598
                 201,              2.5225,              1.4372,               1.162,             0.70632,             0.50566,             0.56401,             0.25912,                   0,                   0,                   0,             0.00604,             0.00604,             0.00604
                 202,              2.5056,              1.4456,               1.171,             0.70513,             0.50621,             0.56398,             0.25907,                   0,                   0,                   0,           0.0060202,           0.0060202,           0.0060202
                 203,              2.4965,               1.409,               1.167,             0.70489,             0.50634,               0.564,             0.25886,                   0,                   0,                   0,           0.0060004,           0.0060004,           0.0060004
                 204,              2.5079,              1.4236,              1.1604,             0.70452,             0.50612,             0.56419,              0.2588,                   0,                   0,                   0,           0.0059806,           0.0059806,           0.0059806
                 205,              2.5249,              1.4519,              1.1609,             0.70439,             0.50626,             0.56414,             0.25909,                   0,                   0,                   0,           0.0059608,           0.0059608,           0.0059608
                 206,              2.4902,              1.4237,               1.161,             0.70504,             0.50683,             0.56504,             0.25908,                   0,                   0,                   0,            0.005941,            0.005941,            0.005941
                 207,              2.5231,              1.4441,              1.1642,             0.70544,             0.50676,             0.56506,             0.25925,                   0,                   0,                   0,           0.0059212,           0.0059212,           0.0059212
                 208,              2.5393,              1.4576,              1.1597,             0.70469,              0.5082,             0.56558,             0.25954,                   0,                   0,                   0,           0.0059014,           0.0059014,           0.0059014
                 209,              2.5258,              1.4366,              1.1683,             0.70364,             0.50848,              0.5655,             0.25966,                   0,                   0,                   0,           0.0058816,           0.0058816,           0.0058816
                 210,               2.497,              1.4321,              1.1683,              0.7036,             0.50845,             0.56592,             0.25983,                   0,                   0,                   0,           0.0058618,           0.0058618,           0.0058618
                 211,              2.5157,              1.4304,              1.1575,             0.70519,             0.50805,             0.56588,             0.26023,                   0,                   0,                   0,            0.005842,            0.005842,            0.005842
                 212,              2.5081,              1.4326,              1.1587,               0.705,             0.50776,             0.56575,             0.26059,                   0,                   0,                   0,           0.0058222,           0.0058222,           0.0058222
                 213,              2.5204,              1.4238,               1.163,             0.70448,             0.50888,              0.5662,             0.26058,                   0,                   0,                   0,           0.0058024,           0.0058024,           0.0058024
                 214,              2.4963,              1.4222,              1.1624,             0.70299,              0.5097,              0.5663,             0.26053,                   0,                   0,                   0,           0.0057826,           0.0057826,           0.0057826
                 215,              2.5103,              1.4321,              1.1619,             0.70466,             0.50927,             0.56653,             0.26083,                   0,                   0,                   0,           0.0057628,           0.0057628,           0.0057628
                 216,              2.5043,               1.426,              1.1593,             0.70493,             0.50931,             0.56658,             0.26097,                   0,                   0,                   0,            0.005743,            0.005743,            0.005743
                 217,               2.497,              1.4191,              1.1588,             0.70439,             0.50877,             0.56631,             0.26089,                   0,                   0,                   0,           0.0057232,           0.0057232,           0.0057232
                 218,              2.5101,              1.4371,              1.1597,             0.70412,             0.50903,             0.56609,             0.26073,                   0,                   0,                   0,           0.0057034,           0.0057034,           0.0057034
                 219,              2.4927,              1.4142,              1.1598,             0.70488,             0.50963,             0.56663,              0.2606,                   0,                   0,                   0,           0.0056836,           0.0056836,           0.0056836
                 220,              2.5128,              1.4248,              1.1597,             0.70463,              0.5097,             0.56638,             0.26095,                   0,                   0,                   0,           0.0056638,           0.0056638,           0.0056638
                 221,              2.5029,              1.4194,              1.1567,             0.70342,             0.51042,             0.56692,             0.26113,                   0,                   0,                   0,            0.005644,            0.005644,            0.005644
                 222,              2.4929,              1.4183,              1.1587,             0.70641,             0.50898,             0.56689,              0.2612,                   0,                   0,                   0,           0.0056242,           0.0056242,           0.0056242
                 223,              2.4773,              1.4128,              1.1584,             0.70606,             0.51063,             0.56763,             0.26171,                   0,                   0,                   0,           0.0056044,           0.0056044,           0.0056044
                 224,              2.5026,              1.4241,              1.1581,             0.70637,              0.5106,             0.56767,             0.26177,                   0,                   0,                   0,           0.0055846,           0.0055846,           0.0055846
                 225,              2.4961,              1.4153,              1.1576,              0.7069,             0.51063,             0.56769,             0.26187,                   0,                   0,                   0,           0.0055648,           0.0055648,           0.0055648
                 226,              2.4832,              1.4089,              1.1572,             0.70702,             0.51042,             0.56759,             0.26195,                   0,                   0,                   0,            0.005545,            0.005545,            0.005545
                 227,              2.5051,              1.4279,              1.1584,             0.70552,             0.51113,             0.56765,             0.26166,                   0,                   0,                   0,           0.0055252,           0.0055252,           0.0055252
                 228,               2.478,              1.4057,               1.153,             0.70556,             0.51106,             0.56766,             0.26173,                   0,                   0,                   0,           0.0055054,           0.0055054,           0.0055054
                 229,              2.5029,               1.428,              1.1509,             0.70766,             0.51027,             0.56745,             0.26176,                   0,                   0,                   0,           0.0054856,           0.0054856,           0.0054856
                 230,              2.4912,              1.4087,              1.1527,             0.70617,             0.51085,              0.5676,             0.26155,                   0,                   0,                   0,           0.0054658,           0.0054658,           0.0054658
                 231,              2.4949,              1.4144,              1.1586,             0.70645,             0.51085,             0.56764,              0.2615,                   0,                   0,                   0,            0.005446,            0.005446,            0.005446
                 232,              2.4791,              1.4078,              1.1584,              0.7059,             0.51034,             0.56726,             0.26152,                   0,                   0,                   0,           0.0054262,           0.0054262,           0.0054262
                 233,              2.4755,              1.4003,              1.1589,             0.70614,             0.51106,             0.56791,             0.26145,                   0,                   0,                   0,           0.0054064,           0.0054064,           0.0054064
                 234,              2.4885,              1.4096,              1.1586,             0.70701,             0.51149,             0.56828,             0.26151,                   0,                   0,                   0,           0.0053866,           0.0053866,           0.0053866
                 235,              2.4758,              1.3953,              1.1564,             0.70688,             0.51099,             0.56859,             0.26174,                   0,                   0,                   0,           0.0053668,           0.0053668,           0.0053668
                 236,              2.4748,              1.4087,              1.1566,             0.70628,             0.51221,             0.56896,             0.26172,                   0,                   0,                   0,            0.005347,            0.005347,            0.005347
                 237,              2.4825,              1.4013,              1.1543,             0.70684,             0.51246,             0.56922,             0.26176,                   0,                   0,                   0,           0.0053272,           0.0053272,           0.0053272
                 238,              2.4622,              1.3956,              1.1547,             0.70529,             0.51293,             0.56906,             0.26157,                   0,                   0,                   0,           0.0053074,           0.0053074,           0.0053074
                 239,              2.4816,              1.3977,              1.1557,             0.70597,             0.51292,             0.56915,             0.26169,                   0,                   0,                   0,           0.0052876,           0.0052876,           0.0052876
                 240,              2.4661,               1.401,              1.1511,             0.70693,             0.51242,             0.56928,             0.26206,                   0,                   0,                   0,           0.0052678,           0.0052678,           0.0052678
                 241,              2.4733,                1.41,              1.1586,             0.70505,             0.51271,             0.56903,             0.26201,                   0,                   0,                   0,            0.005248,            0.005248,            0.005248
                 242,               2.493,              1.4063,              1.1522,             0.70726,             0.51256,             0.56968,             0.26203,                   0,                   0,                   0,           0.0052282,           0.0052282,           0.0052282
                 243,               2.457,              1.3909,              1.1579,             0.70573,             0.51335,             0.56999,             0.26201,                   0,                   0,                   0,           0.0052084,           0.0052084,           0.0052084
                 244,              2.4733,              1.4021,              1.1609,             0.70518,               0.513,             0.56952,             0.26215,                   0,                   0,                   0,           0.0051886,           0.0051886,           0.0051886
                 245,              2.4726,              1.4053,              1.1537,             0.70559,             0.51285,             0.57003,             0.26203,                   0,                   0,                   0,           0.0051688,           0.0051688,           0.0051688
                 246,              2.4657,              1.3974,              1.1608,              0.7071,             0.51199,             0.56983,             0.26208,                   0,                   0,                   0,            0.005149,            0.005149,            0.005149
                 247,              2.4732,              1.4034,              1.1557,             0.70632,             0.51292,             0.57036,             0.26231,                   0,                   0,                   0,           0.0051292,           0.0051292,           0.0051292
                 248,              2.4709,              1.3891,              1.1452,             0.70735,             0.51192,              0.5699,             0.26235,                   0,                   0,                   0,           0.0051094,           0.0051094,           0.0051094
                 249,              2.4469,              1.3687,              1.1507,             0.70821,             0.51213,             0.57014,             0.26231,                   0,                   0,                   0,           0.0050896,           0.0050896,           0.0050896
                 250,               2.474,              1.4021,              1.1577,             0.70836,             0.51199,             0.57009,             0.26243,                   0,                   0,                   0,           0.0050698,           0.0050698,           0.0050698
                 251,              2.4831,              1.4066,              1.1542,             0.70803,             0.51196,             0.56989,             0.26248,                   0,                   0,                   0,             0.00505,             0.00505,             0.00505
                 252,              2.4734,               1.392,              1.1477,             0.70797,             0.51206,             0.57022,             0.26273,                   0,                   0,                   0,           0.0050302,           0.0050302,           0.0050302
                 253,              2.4706,              1.3833,              1.1503,             0.70817,             0.51221,             0.57048,             0.26255,                   0,                   0,                   0,           0.0050104,           0.0050104,           0.0050104
                 254,              2.4639,              1.3862,              1.1552,             0.70784,             0.51242,             0.57073,             0.26276,                   0,                   0,                   0,           0.0049906,           0.0049906,           0.0049906
                 255,              2.4517,              1.3854,              1.1558,             0.70645,             0.51256,             0.57037,             0.26292,                   0,                   0,                   0,           0.0049708,           0.0049708,           0.0049708
                 256,              2.4778,              1.3959,              1.1577,             0.70736,             0.51292,             0.57096,             0.26303,                   0,                   0,                   0,            0.004951,            0.004951,            0.004951
                 257,              2.4643,              1.3863,              1.1537,             0.70685,               0.513,             0.57074,             0.26301,                   0,                   0,                   0,           0.0049312,           0.0049312,           0.0049312
                 258,               2.459,              1.3902,              1.1506,             0.70663,             0.51299,             0.57035,             0.26292,                   0,                   0,                   0,           0.0049114,           0.0049114,           0.0049114
                 259,              2.4566,              1.3781,              1.1503,             0.70564,             0.51228,             0.56991,             0.26292,                   0,                   0,                   0,           0.0048916,           0.0048916,           0.0048916
                 260,              2.4361,              1.3609,               1.156,             0.70573,             0.51249,             0.57021,             0.26285,                   0,                   0,                   0,           0.0048718,           0.0048718,           0.0048718
                 261,              2.4411,              1.3682,              1.1532,             0.70665,             0.51286,             0.57095,             0.26301,                   0,                   0,                   0,            0.004852,            0.004852,            0.004852
                 262,              2.4564,              1.3687,               1.154,             0.70769,             0.51206,             0.57091,             0.26289,                   0,                   0,                   0,           0.0048322,           0.0048322,           0.0048322
                 263,              2.4664,              1.3899,              1.1498,             0.70671,             0.51265,               0.571,             0.26292,                   0,                   0,                   0,           0.0048124,           0.0048124,           0.0048124
                 264,              2.4286,              1.3605,              1.1475,             0.70543,             0.51256,             0.57042,             0.26278,                   0,                   0,                   0,           0.0047926,           0.0047926,           0.0047926
                 265,              2.4481,              1.3786,              1.1506,             0.70784,             0.51306,             0.57137,             0.26286,                   0,                   0,                   0,           0.0047728,           0.0047728,           0.0047728
                 266,              2.4322,              1.3717,              1.1545,             0.70763,             0.51271,             0.57127,             0.26322,                   0,                   0,                   0,            0.004753,            0.004753,            0.004753
                 267,              2.4379,              1.3651,              1.1498,             0.70688,             0.51242,             0.57108,             0.26345,                   0,                   0,                   0,           0.0047332,           0.0047332,           0.0047332
                 268,              2.4564,              1.3805,              1.1467,             0.70636,             0.51278,             0.57087,             0.26333,                   0,                   0,                   0,           0.0047134,           0.0047134,           0.0047134
                 269,              2.4375,              1.3629,               1.149,             0.70498,             0.51354,             0.57073,             0.26312,                   0,                   0,                   0,           0.0046936,           0.0046936,           0.0046936
                 270,              2.4484,              1.3746,              1.1501,             0.70497,             0.51378,             0.57087,             0.26302,                   0,                   0,                   0,           0.0046738,           0.0046738,           0.0046738
                 271,              2.4677,              1.3934,              1.1479,             0.70519,             0.51364,             0.57092,             0.26328,                   0,                   0,                   0,            0.004654,            0.004654,            0.004654
                 272,              2.4353,               1.368,              1.1469,             0.70765,             0.51357,             0.57156,             0.26339,                   0,                   0,                   0,           0.0046342,           0.0046342,           0.0046342
                 273,              2.4212,              1.3621,               1.148,             0.70734,             0.51349,             0.57114,             0.26345,                   0,                   0,                   0,           0.0046144,           0.0046144,           0.0046144
                 274,              2.4246,              1.3548,              1.1435,             0.70609,             0.51404,             0.57127,             0.26354,                   0,                   0,                   0,           0.0045946,           0.0045946,           0.0045946
                 275,              2.4414,              1.3651,              1.1485,              0.7061,             0.51349,             0.57141,             0.26355,                   0,                   0,                   0,           0.0045748,           0.0045748,           0.0045748
                 276,              2.4203,              1.3507,              1.1486,             0.70688,             0.51371,             0.57147,             0.26381,                   0,                   0,                   0,            0.004555,            0.004555,            0.004555
                 277,              2.4237,              1.3492,              1.1492,             0.70719,             0.51414,             0.57198,             0.26377,                   0,                   0,                   0,           0.0045352,           0.0045352,           0.0045352
                 278,              2.4254,              1.3611,              1.1482,             0.70566,             0.51407,             0.57142,             0.26354,                   0,                   0,                   0,           0.0045154,           0.0045154,           0.0045154
                 279,              2.4248,              1.3612,              1.1516,              0.7061,             0.51464,             0.57187,              0.2635,                   0,                   0,                   0,           0.0044956,           0.0044956,           0.0044956
                 280,              2.4365,              1.3662,              1.1546,             0.70768,             0.51414,             0.57194,             0.26392,                   0,                   0,                   0,           0.0044758,           0.0044758,           0.0044758
                 281,              2.4199,              1.3605,              1.1511,             0.70755,             0.51404,             0.57254,             0.26404,                   0,                   0,                   0,            0.004456,            0.004456,            0.004456
                 282,              2.4521,              1.3726,              1.1543,             0.70837,             0.51418,             0.57259,             0.26415,                   0,                   0,                   0,           0.0044362,           0.0044362,           0.0044362
                 283,              2.4105,              1.3496,              1.1449,             0.70724,             0.51471,             0.57263,             0.26418,                   0,                   0,                   0,           0.0044164,           0.0044164,           0.0044164
                 284,               2.452,              1.3803,              1.1464,             0.70691,              0.5147,             0.57267,             0.26426,                   0,                   0,                   0,           0.0043966,           0.0043966,           0.0043966
                 285,              2.4183,              1.3505,              1.1464,             0.70732,             0.51485,             0.57277,              0.2642,                   0,                   0,                   0,           0.0043768,           0.0043768,           0.0043768
                 286,              2.4181,              1.3446,                1.15,             0.70939,             0.51375,             0.57257,             0.26422,                   0,                   0,                   0,            0.004357,            0.004357,            0.004357
                 287,              2.4271,              1.3567,              1.1445,             0.70977,             0.51428,               0.573,             0.26424,                   0,                   0,                   0,           0.0043372,           0.0043372,           0.0043372
                 288,              2.4313,               1.352,              1.1439,             0.71325,             0.51149,             0.57268,             0.26388,                   0,                   0,                   0,           0.0043174,           0.0043174,           0.0043174
                 289,              2.4308,              1.3577,              1.1425,             0.71221,             0.51256,             0.57308,              0.2641,                   0,                   0,                   0,           0.0042976,           0.0042976,           0.0042976
                 290,               2.419,              1.3463,              1.1481,             0.71083,             0.51342,              0.5732,             0.26414,                   0,                   0,                   0,           0.0042778,           0.0042778,           0.0042778
                 291,              2.4088,              1.3458,              1.1539,             0.71166,             0.51235,             0.57304,              0.2641,                   0,                   0,                   0,            0.004258,            0.004258,            0.004258
                 292,              2.4323,              1.3533,              1.1495,             0.71283,             0.51284,             0.57352,             0.26428,                   0,                   0,                   0,           0.0042382,           0.0042382,           0.0042382
                 293,              2.4069,              1.3487,              1.1419,             0.71287,             0.51186,             0.57331,             0.26395,                   0,                   0,                   0,           0.0042184,           0.0042184,           0.0042184
                 294,              2.4025,              1.3427,              1.1509,             0.71263,             0.51233,             0.57319,             0.26413,                   0,                   0,                   0,           0.0041986,           0.0041986,           0.0041986
                 295,              2.4283,              1.3545,              1.1441,             0.71361,             0.51193,             0.57341,              0.2644,                   0,                   0,                   0,           0.0041788,           0.0041788,           0.0041788
                 296,              2.4164,              1.3438,               1.147,             0.71446,             0.51213,             0.57381,             0.26488,                   0,                   0,                   0,            0.004159,            0.004159,            0.004159
                 297,              2.4078,              1.3383,               1.145,              0.7155,             0.51222,             0.57413,             0.26484,                   0,                   0,                   0,           0.0041392,           0.0041392,           0.0041392
                 298,              2.4027,              1.3359,              1.1479,             0.71467,             0.51242,             0.57409,             0.26486,                   0,                   0,                   0,           0.0041194,           0.0041194,           0.0041194
                 299,              2.4275,              1.3461,              1.1399,             0.71527,             0.51249,             0.57451,              0.2652,                   0,                   0,                   0,           0.0040996,           0.0040996,           0.0040996
                 300,               2.383,              1.3193,               1.143,             0.71609,             0.51262,             0.57464,             0.26535,                   0,                   0,                   0,           0.0040798,           0.0040798,           0.0040798
                 301,              2.4189,              1.3457,              1.1444,             0.71607,             0.51235,             0.57444,             0.26573,                   0,                   0,                   0,             0.00406,             0.00406,             0.00406
                 302,              2.4181,              1.3403,              1.1391,             0.71581,             0.51242,             0.57503,             0.26555,                   0,                   0,                   0,           0.0040402,           0.0040402,           0.0040402
                 303,              2.4209,              1.3445,              1.1449,             0.71448,             0.51299,             0.57537,             0.26589,                   0,                   0,                   0,           0.0040204,           0.0040204,           0.0040204
                 304,              2.4088,               1.337,              1.1394,             0.71557,             0.51357,             0.57556,             0.26601,                   0,                   0,                   0,           0.0040006,           0.0040006,           0.0040006
                 305,              2.4088,              1.3372,              1.1448,             0.71628,             0.51357,             0.57556,             0.26596,                   0,                   0,                   0,           0.0039808,           0.0039808,           0.0039808
                 306,              2.4162,              1.3416,              1.1489,             0.71569,             0.51335,             0.57601,             0.26639,                   0,                   0,                   0,            0.003961,            0.003961,            0.003961
                 307,              2.4027,              1.3421,              1.1444,             0.71672,             0.51378,             0.57647,             0.26657,                   0,                   0,                   0,           0.0039412,           0.0039412,           0.0039412
                 308,              2.4231,              1.3611,              1.1437,             0.71688,               0.514,             0.57693,             0.26689,                   0,                   0,                   0,           0.0039214,           0.0039214,           0.0039214
                 309,              2.4012,              1.3271,               1.137,             0.71875,             0.51298,             0.57689,             0.26704,                   0,                   0,                   0,           0.0039016,           0.0039016,           0.0039016
                 310,              2.3898,              1.3224,              1.1343,             0.71874,             0.51292,             0.57679,             0.26719,                   0,                   0,                   0,           0.0038818,           0.0038818,           0.0038818
                 311,              2.4091,               1.351,              1.1461,             0.71462,               0.515,             0.57696,             0.26711,                   0,                   0,                   0,            0.003862,            0.003862,            0.003862
                 312,              2.3852,               1.313,              1.1496,              0.7159,             0.51536,              0.5775,             0.26724,                   0,                   0,                   0,           0.0038422,           0.0038422,           0.0038422
                 313,               2.401,              1.3332,              1.1452,             0.71597,               0.515,             0.57811,             0.26718,                   0,                   0,                   0,           0.0038224,           0.0038224,           0.0038224
                 314,              2.3793,               1.323,              1.1352,             0.71603,             0.51478,             0.57829,             0.26748,                   0,                   0,                   0,           0.0038026,           0.0038026,           0.0038026
                 315,              2.4188,              1.3373,              1.1388,             0.71595,             0.51514,             0.57877,             0.26763,                   0,                   0,                   0,           0.0037828,           0.0037828,           0.0037828
                 316,              2.3979,              1.3263,              1.1426,             0.71613,             0.51521,             0.57912,              0.2676,                   0,                   0,                   0,            0.003763,            0.003763,            0.003763
                 317,              2.3796,              1.3131,              1.1388,             0.71342,             0.51808,             0.57996,             0.26767,                   0,                   0,                   0,           0.0037432,           0.0037432,           0.0037432
                 318,              2.3914,              1.3226,              1.1454,             0.71303,             0.51808,             0.57995,             0.26763,                   0,                   0,                   0,           0.0037234,           0.0037234,           0.0037234
                 319,              2.3727,                1.31,              1.1403,             0.71273,             0.51822,             0.58047,             0.26775,                   0,                   0,                   0,           0.0037036,           0.0037036,           0.0037036
                 320,              2.3862,              1.3268,              1.1421,             0.71409,             0.51779,             0.58047,             0.26751,                   0,                   0,                   0,           0.0036838,           0.0036838,           0.0036838
                 321,              2.3865,              1.3183,              1.1421,             0.71229,             0.51982,              0.5803,             0.26742,                   0,                   0,                   0,            0.003664,            0.003664,            0.003664
                 322,              2.3655,              1.2957,              1.1384,              0.7156,             0.51772,              0.5808,              0.2677,                   0,                   0,                   0,           0.0036442,           0.0036442,           0.0036442
                 323,                2.39,              1.3206,              1.1406,             0.71447,             0.51822,             0.58083,             0.26778,                   0,                   0,                   0,           0.0036244,           0.0036244,           0.0036244
                 324,              2.3866,              1.3261,              1.1375,             0.71353,             0.51829,              0.5812,             0.26776,                   0,                   0,                   0,           0.0036046,           0.0036046,           0.0036046
                 325,              2.3864,              1.3145,              1.1341,             0.71497,             0.51913,             0.58211,             0.26793,                   0,                   0,                   0,           0.0035848,           0.0035848,           0.0035848
                 326,              2.3615,              1.3014,              1.1426,             0.71335,             0.51936,             0.58194,             0.26796,                   0,                   0,                   0,            0.003565,            0.003565,            0.003565
                 327,              2.3938,              1.3308,              1.1408,             0.71368,             0.51951,             0.58239,             0.26796,                   0,                   0,                   0,           0.0035452,           0.0035452,           0.0035452
                 328,              2.3737,              1.3056,              1.1389,             0.71242,             0.52102,             0.58288,             0.26814,                   0,                   0,                   0,           0.0035254,           0.0035254,           0.0035254
                 329,              2.3741,              1.3189,              1.1359,             0.71271,             0.52072,             0.58269,             0.26823,                   0,                   0,                   0,           0.0035056,           0.0035056,           0.0035056
                 330,              2.3765,               1.312,              1.1364,             0.71416,             0.52158,             0.58378,             0.26833,                   0,                   0,                   0,           0.0034858,           0.0034858,           0.0034858
                 331,              2.3882,              1.3228,              1.1432,             0.71405,              0.5213,             0.58381,             0.26851,                   0,                   0,                   0,            0.003466,            0.003466,            0.003466
                 332,              2.3661,              1.2996,               1.137,             0.71423,             0.52158,             0.58409,             0.26864,                   0,                   0,                   0,           0.0034462,           0.0034462,           0.0034462
                 333,              2.3762,              1.3069,              1.1346,             0.71376,              0.5218,             0.58435,             0.26889,                   0,                   0,                   0,           0.0034264,           0.0034264,           0.0034264
                 334,              2.3747,              1.3046,               1.141,             0.71253,              0.5218,              0.5844,             0.26865,                   0,                   0,                   0,           0.0034066,           0.0034066,           0.0034066
                 335,                2.36,               1.296,              1.1434,             0.71434,             0.52236,             0.58544,             0.26921,                   0,                   0,                   0,           0.0033868,           0.0033868,           0.0033868
                 336,              2.3687,               1.308,              1.1338,             0.71416,             0.52294,             0.58543,             0.26928,                   0,                   0,                   0,            0.003367,            0.003367,            0.003367
                 337,               2.364,              1.3079,              1.1311,             0.71544,             0.52287,             0.58618,              0.2694,                   0,                   0,                   0,           0.0033472,           0.0033472,           0.0033472
                 338,              2.3445,              1.2861,              1.1393,             0.71318,             0.52452,             0.58677,             0.26955,                   0,                   0,                   0,           0.0033274,           0.0033274,           0.0033274
                 339,              2.3609,              1.3003,              1.1385,             0.71353,             0.52452,              0.5865,             0.26935,                   0,                   0,                   0,           0.0033076,           0.0033076,           0.0033076
                 340,              2.3686,              1.3068,              1.1404,             0.71478,             0.52492,             0.58718,             0.26969,                   0,                   0,                   0,           0.0032878,           0.0032878,           0.0032878
